LOANSKEY,Servicer,PoolID,Original LTV,Sales Price,Original Appraisal,Mortgage Insurance Coverage,Mortgage Insurance Company,Lender Paid Flag,FICO at Origination,Documentation,Self Employed Flag,Product Category,Purpose,Property,Occupancy,Units,Scheduled Balance,Original Balance,Pledge Balance,Origination Date,First Pay Day,Maturity Date,Cut off Date,Gross Current Coupon Rate,Servicing Fee Rate,Master Servicing Fee Rate,LPMI Fee Rate,State,City,Zip,Interest Only Flag,Balloon Flag,Jumbo Flag,Original IO Term,Original Term,Original Amortization Term,Original PNI Paypent,Current PNI Payment,Times 30 Days Delinquent in last 12 months,Times 60 Days Delinquent,Times 90 Days Delinquent,Prepay Flag/Term,Lien Position,Seller,Index,Initial Rate Adjustment Period,Subsequent Rate Adjustment Period,Initial Payment Adjustmen Period,Subsequent Payment Adjustment Period,First Rate Adjustment Date,First Payment Adjustment Date,Initial Periodic Cap,Subsequent Periodic Cap,Life Cap,Margin,Max Rate,Months to Next Rate Adjustment,Months to Next Pay Adjustment,Servicing Step Up,Step up Servicing Rate
800245,WSS,3,39.6,0,2400000,0,No Insurance,N,776,Full Asset/No Income,N,10 Year ARM,Rate-Term Refinance,Single Family Residence,Primary,1,950500,950500,0,3/9/07,5/1/07,4/1/37,5/1/07,6.09,0.25,0.0105,0,Ohio,Canfield,44406,Y,N,Jumbo,120,360,240,4823.79,"4,823.79",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.09,119,120,N,0
800256,WSS,3,75,0,1100000,0,No Insurance,N,767,Alternative,N,10 Year ARM,Cash-out Refinance,Planned unit developments,Primary,1,825000,825000,0,3/9/07,5/1/07,4/1/37,5/1/07,6.46,0.25,0.0105,0,South Carolina,Hilton Head Island,29926,Y,N,Jumbo,120,360,240,4441.25,"4,441.25",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.46,119,120,N,0
800336,WSS,3,59.52,840000,845000,0,No Insurance,N,795,Full Documentation,N,10 Year ARM,Purchase,Single Family Residence,Primary,1,500000,500000,0,3/20/07,5/1/07,4/1/37,5/1/07,5.75,0.25,0.0105,0,New Jersey,Montville,7045,Y,N,Jumbo,120,360,240,2395.83,"2,395.83",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,10.75,119,120,N,0
804016,WSS,2,64.86,925000,960000,0,No Insurance,N,804,Full Documentation,N,7 Year ARM,Purchase,Single Family Residence,Primary,1,600000,600000,0,3/13/07,5/1/07,4/1/37,5/1/07,5.75,0.375,0.0105,0,Washington,Seattle,98112,Y,N,Jumbo,120,360,240,2875,"2,875.00",0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,85,12,4/1/14,5/1/14,5,2,5,2.25,10.75,83,84,N,0
804019,WSS,3,61.24,0,1075000,0,No Insurance,N,774,Full Documentation,N,10 Year ARM,Rate-Term Refinance,Planned unit developments,Primary,1,658355,658355,0,3/9/07,5/1/07,4/1/37,5/1/07,5.875,0.25,0.0105,0,California,Encinitas,92024,Y,N,Jumbo,120,360,240,3223.2,"3,223.20",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.75,10.88,119,120,N,0
804043,WSS,3,80,885000,895000,0,No Insurance,N,762,No Income Verifier,Y,10 Year ARM,Purchase,Single Family Residence,Primary,1,708000,708000,0,3/19/07,5/1/07,4/1/37,5/1/07,6.5,0.25,0.0105,0,Colorado,Boulder,80304,Y,N,Jumbo,120,360,240,3835,"3,835.00",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.5,119,120,N,0
809290,WSS,3,52.3,0,803000,0,No Insurance,N,799,Full Asset/No Income,N,10 Year ARM,Cash-out Refinance,Planned unit developments,Primary,1,420000,420000,0,3/8/07,5/1/07,4/1/37,5/1/07,6.375,0.25,0.0105,0,New Jersey,Basking Ridge,7920,Y,N,Jumbo,120,360,240,2231.25,"2,231.25",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.38,119,120,N,0
809306,WSS,3,80,800000,800000,0,No Insurance,N,788,Full Documentation,N,10 Year ARM,Purchase,Single Family Residence,Primary,1,640000,640000,0,3/8/07,5/1/07,4/1/37,5/1/07,6.125,0.25,0.0105,0,Texas,Houston,77005,Y,N,Jumbo,120,360,240,3266.67,"3,266.67",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.75,11.13,119,120,N,0
810143,WSS,3,100,126000,126000,0,No Insurance,N,753,Full Documentation,N,10 Year ARM,Purchase,Single Family Residence,Investor,1,126000,126000,37800,3/22/07,5/1/07,4/1/37,5/1/07,6.375,0.25,0.0105,0,Georgia,Carrollton,30116,Y,N,Conforming,120,360,240,669.38,669.38,0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.38,119,120,N,0
811359,WSS,3,100,575000,595000,0,No Insurance,N,774,No Income Verifier,N,10 Year ARM,Purchase,Planned unit developments,Secondary,1,575000,575000,172500,3/23/07,5/1/07,4/1/37,5/1/07,6.25,0.25,0.0105,0,Texas,Galveston,77554,Y,N,Jumbo,120,360,240,2994.79,"2,994.79",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.25,119,120,N,0
812002,WSS,3,80,440000,448000,0,No Insurance,N,762,Alternative,N,10 Year ARM,Purchase,Single Family Residence,Investor,1,352000,352000,44000,3/26/07,5/1/07,4/1/37,5/1/07,6.04,0.25,0.0105,0,New Mexico,Albuquerque,87111,Y,N,Conforming,120,360,240,1771.73,"1,771.73",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.04,119,120,N,0
765839,WSS,2,69.18,0,560000,0,No Insurance,N,778,Full Documentation,N,7 Year ARM,Cash-out Refinance,Planned unit developments,Primary,1,387409,387409,0,3/13/07,5/1/07,4/1/37,5/1/07,6.33,0.25,0.0105,0,Pennsylvania,New Hope,18938,Y,N,Conforming,120,360,240,2043.58,"2,043.58",0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,85,12,4/1/14,5/1/14,5,2,5,2.25,11.33,83,84,N,0
818874,WSS,3,100,682993,685000,0,No Insurance,N,654,Full Documentation,Y,10 Year ARM,Construction,Planned unit developments,Primary,1,682993,682993,204897.9,3/13/07,5/1/07,4/1/37,5/1/07,6.375,0.25,0.0105,0,Illinois,Glen Ellyn,60137,Y,N,Jumbo,120,360,240,3628.4,"3,628.40",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.38,119,120,N,0
797150,WSS,2,72.64,0,985000,0,No Insurance,N,771,Full Documentation,N,7 Year ARM,Cash-out Refinance,Single Family Residence,Primary,1,715500,715500,0,1/30/07,3/1/07,2/1/37,5/1/07,6.375,0.25,0.0105,0,California,Thousand Oaks,91362,Y,N,Jumbo,120,360,240,3801.09,"3,801.09",0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,85,12,2/1/14,3/1/14,5,2,5,2.25,11.38,81,82,N,0
797445,WSS,3,100,155000,155000,0,No Insurance,N,800,Full Documentation,N,10 Year ARM,Purchase,Condo,Investor,1,155000,155000,46500,2/28/07,4/1/07,3/1/37,5/1/07,6.625,0.25,0.0105,0,Virginia,Glouster Point,23062,Y,N,Conforming,120,360,240,855.73,855.73,0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,3/1/17,4/1/17,5,2,5,2.25,11.63,118,119,N,0
799380,WSS,3,71.77,0,1045000,0,No Insurance,N,712,Full Asset/No Income,N,10 Year ARM,Cash-out Refinance,Single Family Residence,Primary,1,750000,750000,0,3/20/07,5/1/07,4/1/37,5/1/07,6.25,0.25,0.0105,0,Colorado,Cherry Hills Village,80113,Y,N,Jumbo,120,360,240,3906.25,"3,906.25",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.25,119,120,N,0
799406,WSS,3,80,912500,915000,0,No Insurance,N,790,Alternative,N,10 Year ARM,Purchase,Single Family Residence,Primary,1,730000,730000,0,3/20/07,5/1/07,4/1/37,5/1/07,6.29,0.25,0.0105,0,Oregon,Lake Oswego,97034,Y,N,Jumbo,120,360,240,3826.42,"3,826.42",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.29,119,120,N,0
800264,WSS,3,80,765000,775000,0,No Insurance,N,782,Full Documentation,N,10 Year ARM,Purchase,Planned unit developments,Secondary,1,612000,612000,0,3/1/07,5/1/07,4/1/37,5/1/07,6.125,0.25,0.0105,0,Florida,Amelia Island,32034,Y,N,Jumbo,120,360,240,3123.75,"3,123.75",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.75,11.13,119,120,N,0
800296,WSS,3,80,0,562000,0,No Insurance,N,681,Full Documentation,N,10 Year ARM,Cash-out Refinance,Planned unit developments,Primary,1,449600,449600,0,3/9/07,5/1/07,4/1/37,5/1/07,5.75,0.25,0.0105,0,Arizona,Gilbert,85296,Y,N,Jumbo,120,360,240,2154.33,"2,154.33",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.75,10.75,119,120,N,0
803729,WSS,3,80,700000,700000,0,No Insurance,N,789,Full Documentation,N,10 Year ARM,Purchase,Condo,Primary,1,560000,560000,0,3/15/07,5/1/07,4/1/37,5/1/07,6.375,0.25,0.0105,0,Florida,Boca Raton,33432,Y,N,Jumbo,120,360,240,2975,"2,975.00",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.75,11.38,119,120,N,0
808409,WSS,2,80,530000,530000,0,No Insurance,N,787,Alternative,N,7 Year ARM,Purchase,Planned unit developments,Primary,1,424000,424000,0,3/23/07,5/1/07,4/1/37,5/1/07,6.33,0.25,0.0105,0,Michigan,Northville,48168,Y,N,Jumbo,120,360,240,2236.6,"2,236.60",0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,85,12,4/1/14,5/1/14,5,2,5,2.25,11.33,83,84,N,0
809325,WSS,3,100,445000,445000,0,No Insurance,N,775,Full Documentation,N,10 Year ARM,Purchase,Single Family Residence,Secondary,1,445000,445000,133500,3/23/07,5/1/07,4/1/37,5/1/07,6.46,0.25,0.0105,0,Colorado,Grand Lake,80447,Y,N,Jumbo,120,360,240,2395.58,"1,114.43",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.46,119,120,N,0
810124,WSS,3,80,0,1250000,0,No Insurance,N,776,Full Documentation,N,10 Year ARM,Rate-Term Refinance,Single Family Residence,Primary,1,999999,999999,0,3/16/07,5/1/07,4/1/37,5/1/07,6.125,0.25,0.0105,0,California,San Diego,92106,Y,N,Jumbo,120,360,240,5104.16,"5,104.16",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.13,119,120,N,0
810126,WSS,3,80,630000,630000,0,No Insurance,N,758,Full Documentation,N,10 Year ARM,Purchase,Condo,Primary,1,504000,504000,0,3/26/07,5/1/07,4/1/37,5/1/07,6.25,0.25,0.0105,0,California,Aliso Viejo,92656,Y,N,Jumbo,120,360,240,2625,"2,625.00",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.25,119,120,N,0
810563,WSS,3,100,643500,645000,0,No Insurance,N,794,Full Documentation,Y,10 Year ARM,Purchase,Planned unit developments,Primary,1,643500,643500,193050,3/23/07,5/1/07,4/1/37,5/1/07,6.06,0.25,0.0105,0,Colorado,Edwards,81632,Y,N,Jumbo,120,360,240,3249.68,"3,249.68",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.06,119,120,N,0
812008,WSS,3,80,675000,675000,0,No Insurance,N,793,Full Documentation,N,10 Year ARM,Purchase,Single Family Residence,Primary,1,540000,540000,0,3/8/07,5/1/07,4/1/37,5/1/07,6.25,0.25,0.0105,0,California,San Rafael,94903,Y,N,Jumbo,120,360,240,2812.5,"2,812.50",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.25,119,120,N,0
815827,WSS,3,60.61,1650000,1650000,0,No Insurance,N,790,Full Documentation,Y,10 Year ARM,Construction,Planned unit developments,Secondary,1,1000000,1000000,0,3/28/07,5/1/07,4/1/37,5/1/07,6.125,0.25,0.0105,0,Colorado,Breckenridge,80424,Y,N,Jumbo,120,360,240,5104.17,"5,104.17",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.13,119,120,N,0
815835,WSS,2,61.29,0,775000,0,No Insurance,N,728,Full Documentation,N,7 Year ARM,Cash-out Refinance,Single Family Residence,Primary,1,474800,475000,0,3/21/07,5/1/07,4/1/37,5/1/07,5.875,0.25,0.0105,0,California,Ramona,92065,Y,N,Jumbo,120,360,240,2325.52,"2,324.54",0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,85,12,4/1/14,5/1/14,5,2,5,2.25,10.88,83,84,N,0
815864,WSS,3,80,875000,875000,0,No Insurance,N,795,Full Documentation,Y,10 Year ARM,Purchase,Single Family Residence,Primary,1,700000,700000,0,3/16/07,5/1/07,4/1/37,5/1/07,6,0.25,0.0105,0,California,Sherman Oaks,91403,Y,N,Jumbo,120,360,240,3500,"3,500.00",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11,119,120,N,0
816285,WSS,3,41.75,2635000,2635000,0,No Insurance,N,615,Full Documentation,Y,10 Year ARM,Purchase,Single Family Residence,Primary,1,1100000,1100000,0,3/20/07,5/1/07,4/1/37,5/1/07,5.29,0.375,0.0105,0,California,Alamo,94507,Y,N,Jumbo,120,360,240,4849.17,"4,849.17",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,10.29,119,120,N,0
816309,WSS,3,80,219000,220000,0,No Insurance,N,780,Full Documentation,N,10 Year ARM,Purchase,Single Family Residence,Primary,1,175200,175200,0,3/22/07,5/1/07,4/1/37,5/1/07,6.03,0.25,0.0105,0,Arizona,Phoenix,85022,Y,N,Conforming,120,360,240,880.38,880.38,0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.03,119,120,N,0
818901,WSS,2,80,223900,229000,0,No Insurance,N,722,Full Documentation,N,7 Year ARM,Purchase,Planned unit developments,Primary,1,179120,179120,0,3/26/07,5/1/07,4/1/37,5/1/07,5.54,0.375,0.0105,0,Arizona,Tucson,85743,Y,N,Conforming,120,360,240,826.94,826.94,0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,85,12,4/1/14,5/1/14,5,2,5,2.25,10.54,83,84,N,0
819236,WSS,3,80,218000,226000,0,No Insurance,N,748,Full Documentation,N,10 Year ARM,Purchase,Single Family Residence,Primary,1,174400,174400,0,3/30/07,5/1/07,4/1/37,5/1/07,5.898,0.25,0.0105,0,Colorado,Denver,80221,Y,N,Conforming,120,360,240,857.18,857.18,0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,10.9,119,120,N,0
828326,WSS,3,80,231000,231000,0,No Insurance,N,745,Full Documentation,N,10 Year ARM,Purchase,Planned unit developments,Primary,1,184800,184800,0,3/28/07,5/1/07,4/1/37,5/1/07,5.96,0.25,0.0105,0,Georgia,Newnan,30265,Y,N,Conforming,120,360,240,917.84,917.84,0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,10.96,119,120,N,0
829500,WSS,2,80,940000,940000,0,No Insurance,N,774,Full Documentation,N,7 Year ARM,Purchase,Planned unit developments,Primary,1,752000,752000,0,3/30/07,5/1/07,4/1/37,5/1/07,6.375,0.25,0.0105,0,Colorado,Boulder,80304,Y,N,Jumbo,120,360,240,3995,"3,994.99",0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,85,12,4/1/14,5/1/14,5,2,5,2.25,11.38,83,84,N,0
829506,WSS,2,80,429900,430000,0,No Insurance,N,678,Full Documentation,N,7 Year ARM,Purchase,Planned unit developments,Primary,1,343920,343920,0,3/28/07,5/1/07,4/1/37,5/1/07,6.06,0.25,0.0105,0,Colorado,Greenwood Village,80111,Y,N,Conforming,120,360,240,1736.8,"1,736.80",0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,85,12,4/1/14,5/1/14,5,2,5,2.25,11.06,83,84,N,0
770320,WSS,2,60.65,0,3100000,0,No Insurance,N,774,Full Documentation,N,7 Year ARM,Cash-out Refinance,Single Family Residence,Secondary,1,1880000,1880000,175000,2/12/07,4/1/07,3/1/37,5/1/07,6.335,0.25,0.0105,0,Florida,Jacksonville Beach,32250,Y,N,Jumbo,120,360,240,9924.83,"9,924.83",0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,85,12,3/1/14,4/1/14,5,2,5,2.25,11.34,82,83,N,0
809328,WSS,3,100,160000,162000,0,No Insurance,N,808,Alternative,N,10 Year ARM,Purchase,Planned unit developments,Investor,1,160000,160000,48000,3/15/07,5/1/07,4/1/37,5/1/07,6.46,0.25,0.0105,0,New Mexico,Las Cruces,88011,Y,N,Conforming,120,360,240,861.33,861.33,0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.46,119,120,N,0
799503,WSS,3,62.5,1600000,1600000,0,No Insurance,N,652,Full Documentation,N,10 Year ARM,Purchase,Single Family Residence,Primary,1,1000000,1000000,0,3/30/07,5/1/07,4/1/37,5/1/07,6.375,0.25,0.0105,0,California,Los Angeles,90064,Y,N,Jumbo,120,360,240,5312.5,"5,312.50",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.38,119,120,N,0
800248,WSS,3,54.14,0,785000,0,No Insurance,N,708,Full Documentation,N,10 Year ARM,Cash-out Refinance,Single Family Residence,Primary,1,425000,425000,0,3/6/07,5/1/07,4/1/37,5/1/07,6.25,0.25,0.0105,0,New Jersey,Warren,7059,Y,N,Jumbo,120,360,240,2213.54,"2,213.54",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.75,11.25,119,120,N,0
803301,WSS,2,49.26,0,2700000,0,No Insurance,N,694,No Income Verifier,N,7 Year ARM,Rate-Term Refinance,Planned unit developments,Primary,1,1330000,1330000,0,3/26/07,5/1/07,4/1/37,5/1/07,6.21,0.25,0.0105,0,Nevada,Las Vegas,89134,Y,N,Jumbo,120,360,240,6882.75,"6,882.75",0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,85,12,4/1/14,5/1/14,5,2,5,2.25,11.21,83,84,N,0
803306,WSS,3,63.64,0,1100000,0,No Insurance,N,784,No Income Verifier,Y,10 Year ARM,Cash-out Refinance,Single Family Residence,Primary,1,700000,700000,0,3/23/07,5/1/07,4/1/37,5/1/07,6.553,0.25,0.0105,0,Florida,Boca Raton,33486,Y,N,Jumbo,120,360,240,3822.58,"3,822.58",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.55,119,120,N,0
807321,WSS,2,80,0,575000,0,No Insurance,N,743,Full Documentation,N,7 Year ARM,Cash-out Refinance,Planned unit developments,Primary,1,460000,460000,0,3/22/07,5/1/07,4/1/37,5/1/07,6.1,0.25,0.0105,0,Nevada,Las Vegas,89134,Y,N,Jumbo,120,360,240,2338.33,"2,338.33",0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,85,12,4/1/14,5/1/14,5,2,5,2.25,11.1,83,84,N,0
809293,WSS,3,62.5,0,800000,0,No Insurance,N,823,Full Asset/No Income,N,10 Year ARM,Cash-out Refinance,Planned unit developments,Primary,1,499995.83,500000,0,3/23/07,5/1/07,4/1/37,5/1/07,6.47,0.25,0.0105,0,Washington,Mill Creek,98012,Y,N,Jumbo,120,360,240,2695.83,"2,695.81",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.47,119,120,N,0
809322,WSS,2,100,530000,530000,0,No Insurance,N,791,Full Asset/No Income,N,7 Year ARM,Purchase,Single Family Residence,Primary,1,530000,530000,159000,3/21/07,5/1/07,4/1/37,5/1/07,6.125,0.25,0.0105,0,Massachusetts,Gloucester,1930,Y,N,Jumbo,120,360,240,2705.21,"2,705.21",0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,85,12,4/1/14,5/1/14,5,2,5,2.25,11.13,83,84,N,0
810108,WSS,3,70.59,1360000,1460000,0,No Insurance,N,776,Alternative,N,10 Year ARM,Construction,Condo,Primary,1,959864,960000,0,3/27/07,5/1/07,4/1/37,5/1/07,6.08,0.25,0.0105,0,New York,New York,10036,Y,N,Jumbo,120,360,240,4864,"4,863.31",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.08,119,120,N,0
810555,WSS,3,53.84,0,1050000,0,No Insurance,N,814,Full Documentation,N,10 Year ARM,Cash-out Refinance,Condo,Primary,1,565300,565300,0,3/27/07,5/1/07,4/1/37,5/1/07,6.375,0.25,0.0105,0,California,Del Mar,92014,Y,N,Jumbo,120,360,240,3003.16,"3,003.16",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.38,119,120,N,0
810531,WSS,3,80,590000,600000,0,No Insurance,N,778,Full Documentation,N,10 Year ARM,Purchase,Condo,Secondary,1,472000,472000,0,4/2/07,6/1/07,5/1/37,5/1/07,6.06,0.25,0.0105,0,Florida,Naples,34109,Y,N,Jumbo,120,360,240,2383.6,"2,383.60",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,5/1/17,6/1/17,5,2,5,2.25,11.06,120,121,N,0
811346,WSS,3,75,599000,600000,0,No Insurance,N,791,No Income Verifier,N,10 Year ARM,Purchase,Condo,Primary,1,449250,449250,0,3/23/07,5/1/07,4/1/37,5/1/07,6.19,0.25,0.0105,0,Hawaii,Kaneohe,96744,Y,N,Conforming,120,360,240,2317.38,"2,317.38",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.19,119,120,N,0
812000,WSS,3,100,275000,275000,0,No Insurance,N,745,Full Documentation,N,10 Year ARM,Purchase,Single Family Residence,Primary,1,275000,275000,82500,3/30/07,5/1/07,4/1/37,5/1/07,5.44,0.25,0.0105,0,Ohio,West Liberty,43357,Y,N,Conforming,120,360,240,1246.67,"1,246.67",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,10.44,119,120,N,0
812011,WSS,3,80,640000,640000,0,No Insurance,N,787,Stated Income/Stated Asset,N,10 Year ARM,Purchase,Single Family Residence,Primary,1,512000,512000,0,3/29/07,5/1/07,4/1/37,5/1/07,6.06,0.25,0.0105,0,California,Yorba Linda,92886,Y,N,Jumbo,120,360,240,2585.6,"2,580.55",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.06,119,120,N,0
812013,WSS,3,100,469000,485000,0,No Insurance,N,643,Full Documentation,Y,10 Year ARM,Purchase,Single Family Residence,Secondary,1,469000,469000,140700,3/30/07,5/1/07,4/1/37,5/1/07,6.33,0.25,0.0105,0,North Carolina,Kill Devil Hills,27948,Y,N,Jumbo,120,360,240,2473.98,"2,473.98",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.33,119,120,N,0
815840,WSS,3,100,890000,890000,0,No Insurance,N,794,Full Documentation,N,10 Year ARM,Purchase,Planned unit developments,Primary,1,890000,890000,267000,4/3/07,6/1/07,5/1/37,5/1/07,6.31,0.25,0.0105,0,Illinois,Long Grove,60047,Y,N,Jumbo,120,360,240,4679.92,"4,679.92",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,5/1/17,6/1/17,5,2,5,2.25,11.31,120,121,N,0
815872,WSS,2,100,628000,630000,0,No Insurance,N,603,Full Documentation,N,7 Year ARM,Purchase,Single Family Residence,Primary,1,628000,628000,188400,3/30/07,5/1/07,4/1/37,5/1/07,5.99,0.25,0.0105,0,Florida,Boca Raton,33431,Y,N,Jumbo,120,360,240,3134.77,"3,134.77",0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,85,12,4/1/14,5/1/14,5,2,5,2.25,10.99,83,84,N,0
816312,WSS,3,100,372500,382000,0,No Insurance,N,666,Full Documentation,N,10 Year ARM,Purchase,Condo,Primary,1,372500,372500,111750,3/28/07,5/1/07,4/1/37,5/1/07,6.34,0.25,0.0105,0,New Jersey,Piscataway,8854,Y,N,Conforming,120,360,240,1968.04,"1,968.04",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.34,119,120,N,0
817365,WSS,2,46.46,0,2600000,0,No Insurance,N,799,Full Asset/No Income,N,7 Year ARM,Rate-Term Refinance,Planned unit developments,Secondary,1,1208000,1208000,0,4/4/07,6/1/07,5/1/37,5/1/07,5.982,0.25,0.0105,0,Colorado,Steamboat Springs,80487,Y,N,Jumbo,120,360,240,6021.88,"6,001.94",0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,85,12,5/1/14,6/1/14,5,2,5,2.25,10.98,84,85,N,0
817371,WSS,3,63.16,950000,1000000,0,No Insurance,N,795,No Income Verifier,N,10 Year ARM,Purchase,Single Family Residence,Secondary,1,600000,600000,0,3/30/07,5/1/07,4/1/37,5/1/07,6.399,0.25,0.0105,0,New Jersey,Ship Bottom,8008,Y,N,Jumbo,120,360,240,3199.5,"3,199.50",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,4/1/17,5/1/17,5,2,5,2.25,11.4,119,120,N,0
817395,WSS,3,75,720000,720000,0,No Insurance,N,759,Alternative,Y,10 Year ARM,Purchase,Condo,Secondary,1,540000,540000,0,4/9/07,6/1/07,5/1/37,5/1/07,6.337,0.25,0.0105,0,Illinois,Chicago,60602,Y,N,Jumbo,120,360,240,2851.65,"2,851.65",0,0,0,0,1st Lien,WSS,Libor - 1 Year,120,12,121,12,5/1/17,6/1/17,5,2,5,2.25,11.34,120,121,N,0
819697,WSS,2,100,158000,158000,0,No Insurance,N,756,Full Documentation,Y,7 Year ARM,Purchase,Condo,Investor,1,158000,158000,47400,3/30/07,5/1/07,4/1/37,5/1/07,6.04,0.25,0.0105,0,Georgia,Atlanta,30327,Y,N,Conforming,120,360,240,795.27,795.27,0,0,0,0,1st Lien,WSS,Libor - 1 Year,84,12,85,12,4/1/14,5/1/14,5,2,5,2.25,11.04,83,84,N,0
